X,Y,SiteNo,SiteID.NMBGMR,Easting,Northing,AltVa,WellDepth,FormationZone.NMBGMR,FormationMeaning.NMBGMR,DepthToWater,AgencyCd,AgencyNm,CountyNm
-104.29534266038,32.5404326546889,ED-0072,,566166,3600560,3190,125,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.177400984622,32.5483762337123,ED-0073,,577234,3601520,3225,,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.131817831384,32.5328249170339,ED-0074,,581528,3599830,3210,,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.061591474467,32.5982602931555,ED-0075,,588059,3607140,3300,,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.953965848797,32.6073325758856,ED-0076,,598149,3608240,3175,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.952412114647,32.600734798714,ED-0077,,598302,3607510,3185,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.99869451935,32.600571024838,ED-0078,,593959,3607450,3184,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.97072377587,32.57147980442,ED-0079,,596615,3604250,3220,,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.992847757852,32.5630896595335,ED-0080,,594547,3603300,3210,90,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.999079685484,32.5601626991258,ED-0081,,593965,3602970,3210,60,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.970675399564,32.5243928560341,ED-0082,,596670,3599030,3380,240,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.816326081743,32.5679556051096,ED-0083,,611113,3604010,3450,,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.863444621095,32.574434109614,ED-0084,,606682,3604680,3450,70,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.867717608141,32.575194302254,ED-0085,,606280,3604760,3460,110,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.635053462709,32.4442698902752,ED-0086,,534304,3589740,3997,377,313CKBF,Chalk Bluff Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.51382057138,32.4594666347733,ED-0087,,545692,3591470,3675,75,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.46416423459,32.4627832949774,ED-0088,,550357,3591860,3550,60,110ALVM/313CKBF,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.386686477699,32.5072635998588,ED-0089,,557610,3596830,3296,47,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.406021276291,32.4907579213484,ED-0090,,555804,3594990,3363,60,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.39744019914,32.4910779639706,ED-0091,,556610,3595030,3360,1400,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.369095964293,32.4894957191039,ED-0092,,559274,3594870,3275,55,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.432596307405,32.4776197722313,ED-0093,,553315,3593520,3450,110,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.437986816648,32.4681719549926,ED-0094,,552814,3592470,3459,200,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.366977024056,32.4515972725716,ED-0095,,559498,3590670,3432,70,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.362478702825,32.4513039519013,ED-0096,,559921,3590640,3425,70,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.251019752071,32.4748661627861,ED-0097,,570379,3593320,3185,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.285284649843,32.4831841225735,ED-0098,,567153,3594220,3200,152,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.302383508784,32.4837310997202,ED-0099,,565546,3594270,3260,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.310292299837,32.4807978084981,ED-0100,,564805,3593940,3290,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.337246855285,32.4783265707424,ED-0101,,562274,3593650,3280,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.326646620032,32.4626641969739,ED-0102,,563281,3591920,3365,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.269952097411,32.4682117665173,ED-0103,,568605,3592570,3148,144,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.26810124687,32.465494770179,ED-0104,,568781,3592270,3150,418,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.269939376909,32.4645131505835,ED-0105,,568609,3592160,3150,168,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.269761406302,32.464151284963,ED-0106,,568626,3592120,3150,64,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.240341616411,32.462714295589,ED-0107,,571392,3591980,3160,214,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.240175129047,32.4609993361201,ED-0108,,571409,3591790,3160,320,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.241595551951,32.4616393572985,ED-0109,,571275,3591860,3160,63,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.238740309679,32.4620731667437,ED-0110,,571543,3591910,3145,120,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.247079469049,32.453463318202,ED-0111,,570766,3590950,3153,450,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.239631629083,32.4560346045074,ED-0112,,571464,3591240,3140,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.248315951445,32.4480582027235,ED-0114,,570654,3590350,3125,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.246496439303,32.4442585751689,ED-0115,,570828,3589930,3120,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.239709589458,32.4442177866458,ED-0116,,571466,3589930,3122,350,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.295525938519,32.4527513758247,ED-0117,,566213,3590840,3300,155,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.325617783124,32.437941415771,ED-0118,,563395,3589180,3320,618,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.325617783124,32.437941415771,ED-0119,,563395,3589180,3305,250,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.291686559356,32.4308090812269,ED-0120,,566590,3588410,3240,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.263575501017,32.4423750113599,ED-0121,,569224,3589710,3190,88,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.255228509427,32.4406119655475,ED-0122,,570010,3589520,3150,146,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.265560008134,32.4298475853836,ED-0123,,569047,3588320,3250,200,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.256501603642,32.43195945656,ED-0124,,569897,3588560,3175,200,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.240485291387,32.4417868398091,ED-0125,,571395,3589660,3122,,,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.136289561643,32.5117474317245,ED-0126,,581127,3597490,3180,30,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.230049156564,32.5130778730357,ED-0127,,572319,3597570,3190,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.19932855059,32.4885301472582,ED-0128,,575225,3594870,3220,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.232254788431,32.458966710795,ED-0129,,572155,3591570,3136,320,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.209558621399,32.4493544364782,ED-0130,,574296,3590520,3112,236,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.214221293224,32.4490227846325,ED-0131,,573858,3590480,3115,269,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.218497852793,32.4453508622627,ED-0132,,573459,3590070,3110,268,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.214210053634,32.4454143897252,ED-0133,,573862,3590080,3109,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.205646135862,32.4490591936159,ED-0134,,574664,3590490,3150,150,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.209911613856,32.4454777043599,ED-0135,,574266,3590090,3120,324,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.23137340187,32.4449790609965,ED-0136,,572249,3590020,3117,,,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.222796286827,32.4452872543595,ED-0137,,573055,3590060,3113,76,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.222796286827,32.4452872543595,ED-0138,,573055,3590060,3115,256,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.222796286827,32.4452872543595,ED-0139,,573055,3590060,3115,68,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.222796286827,32.4452872543595,ED-0140,,573055,3590060,3115,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.235961354934,32.4421203106064,ED-0141,,571820,3589700,3115,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.234859728495,32.4377836191613,ED-0142,,571927,3589220,3120,150,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.227470388885,32.44233913938,ED-0143,,572618,3589730,3115,220,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.226132073217,32.4383617568753,ED-0144,,572747,3589290,3120,250,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.225698883562,32.4392611779932,ED-0145,,572787,3589390,3120,315,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.225293738826,32.440611811508,ED-0146,,572824,3589540,3112,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.21824255988,32.4416507412362,ED-0147,,573486,3589660,3113,70,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.214761026569,32.4419899157064,ED-0148,,573813,3589700,3112,305,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.214948117006,32.4412694163959,ED-0149,,573796,3589620,3112,105,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.129787978852,32.4815736197774,ED-0150,,581765,3594150,3150,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-103.971239870558,32.519706840995,ED-0151,,596622,3598510,3380,302,231DCKM,Dockum Group,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.027872478461,32.4809179166582,ED-0152,,591342,3594160,3290,160,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.717717960909,32.3715911262659,ED-0153,,526555,3581660,4385,165,313CKBF,Chalk Bluff Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.718963064358,32.3711428455863,ED-0154,,526438,3581610,4385,150,313CKBF,Chalk Bluff Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.563258113318,32.3860356623599,ED-0156,,541079,3583310,4125,487,313CKBF,Chalk Bluff Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.620292419329,32.3820706076973,ED-0157,,535716,3582850,4175,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.568967192928,32.3614275166573,ED-0158,,540553,3580580,4130,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.568973682901,32.3578190626606,ED-0159,,540554,3580180,4130,62,313CKBF,Chalk Bluff Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.594438087192,32.3580839404069,ED-0160,,538158,3580200,4260,,313CKBF,Chalk Bluff Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.633084345079,32.341964068384,ED-0161,,534528,3578400,4277,68,313CKBF,Chalk Bluff Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.54197170188,32.411670313701,ED-0162,,543069,3586160,3950,74,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.448488686679,32.3826990632615,ED-0163,,551876,3582990,3900,144,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.492630871848,32.3577154794309,ED-0164,,547737,3580200,3980,175,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.482763569675,32.3565928616573,ED-0165,,548666,3580080,3980,255,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.537918864436,32.3513040711453,ED-0166,,543479,3579470,4300,240,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.458044564664,32.3508959635174,ED-0167,,550995,3579460,3850,35,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.456481390832,32.3439429574826,ED-0168,,551146,3578690,3880,17,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.410884280309,32.4026458877922,ED-0169,,555401,3585220,3593,43,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.393975265074,32.4108650483787,ED-0170,,556986,3586140,3560,220,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.354362750813,32.386852879322,ED-0171,,560727,3583500,3425,135,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.430439127057,32.3823481790076,ED-0172,,553574,3582960,3750,75,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.38660994915,32.3661752788001,ED-0173,,557707,3581190,3550,330,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.246143088428,32.4215238908122,ED-0174,,570879,3587410,3160,88,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.252708407796,32.4198490359045,ED-0175,,570263,3587220,3150,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.248308309139,32.4233410035121,ED-0178,,570674,3587610,3140,245,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.265516195294,32.4234425003173,ED-0179,,569056,3587610,3230,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.265516195294,32.4234425003173,ED-0180,,569056,3587610,3220,125,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.280824833985,32.4216364289998,ED-0181,,567618,3587400,3240,160,312CSTL/312RSLR/313CLBD,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.287244907607,32.4234770952184,ED-0182,,567013,3587600,3210,,312CSTL/312RSLR,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.274174069663,32.4234024690237,ED-0184,,568242,3587600,3255,345,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.282803965957,32.4161449542778,ED-0185,,567436,3586790,3180,360,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.321482326321,32.4120291206609,ED-0187,,563802,3586310,3400,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.304560747096,32.4122977044269,ED-0188,,565393,3586350,3275,,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.297304109018,32.4127987019154,ED-0189,,566075,3586410,3240,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.265772579618,32.4127993339159,ED-0190,,569040,3586430,3160,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.265770625677,32.4091007497826,ED-0191,,569043,3586020,3162,262,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.265787244504,32.4017939039126,ED-0192,,569047,3585210,3175,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.26151465967,32.4054675158689,ED-0193,,569446,3585620,3150,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.257281038759,32.4017440616595,ED-0194,,569847,3585210,3160,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.252862854232,32.4127234484983,ED-0195,,570254,3586430,3135,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.252862854232,32.4127234484983,ED-0196,,570254,3586430,3133,206,313CLBD/312RSLR,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.252923052339,32.4054168759545,ED-0197,,570254,3585620,3140,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.26155361369,32.398070591027,ED-0198,,569448,3584800,3180,200,313CLBD/312RSLR,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.26586566776,32.3907888262989,ED-0199,,569048,3583990,3200,,313CLBD/312RSLR,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.31727240163,32.3751105864129,ED-0200,,564224,3582220,3340,257,313CLBD,Carlsbad Limestone,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.239827438369,32.3832373331205,ED-0201,,571503,3583170,3157,200,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.330175223021,32.3465831177871,ED-0202,,563030,3579050,3420,130,110ALVM/313CLBD,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.257392786026,32.354294532364,ED-0203,,569873,3579950,3233.21,200,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.140784884322,32.4274345804609,ED-0204,,580780,3588140,3095,,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.191896090737,32.4281336538055,ED-0205,,575974,3588180,3145,55,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.214926927355,32.4253024113117,ED-0206,,573811,3587850,3165,400,312RSLR,Rustler Formation,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.218578108429,32.4052085918448,ED-0207,,573484,3585620,3100,90,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.218578108429,32.4052085918448,ED-0208,,573484,3585620,3100,110,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.218587928532,32.401600301687,ED-0209,,573486,3585220,3098,300,110ALVM/312RSLR,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.201361523243,32.4016727325994,ED-0210,,575106,3585240,3110,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.192748329714,32.401708064841,ED-0211,,575916,3585250,3090,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.184124510039,32.4017427394392,ED-0212,,576727,3585260,3080,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.184136508527,32.3980442685674,ED-0213,,576729,3584850,3080,119,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.175524573226,32.3944700961148,ED-0214,,577542,3584460,3080,135,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.184170856117,32.3871292498123,ED-0215,,576735,3583640,3101,174,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.175536095082,32.3908618307056,ED-0216,,577544,3584060,3085,140,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.215207144703,32.3966178101345,ED-0217,,573808,3584670,3120,123,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.234547772236,32.3890689821604,ED-0218,,571995,3583820,3155,90,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.218618816084,32.3831978712068,ED-0219,,573498,3583180,3130,146,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.21864981269,32.3758911252231,ED-0220,,573501,3582370,3148,212,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.195766232714,32.3731311739171,ED-0221,,575656,3582080,3125,200,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.173472605004,32.3757834756184,ED-0222,,577751,3582390,3100,150,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.166314125734,32.368158812022,ED-0223,,578431,3581550,3093,70,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.166691168413,32.3595012559052,ED-0224,,578403,3580590,3095,158,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.167035508757,32.3578797702692,ED-0225,,578372,3580410,3097,113,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.184420218144,32.3664730417819,ED-0226,,576729,3581350,3117,93,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.175608413852,32.3688513809416,ED-0227,,577556,3581620,3109,132,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.175620724688,32.3651528973338,ED-0228,,577558,3581210,3105,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.201439232281,32.3650484123585,ED-0229,,575129,3581180,3137,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.188567918685,32.3614480931281,ED-0230,,576343,3580790,3122,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.188579694111,32.3577495954024,ED-0231,,576345,3580380,3122,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.218940304749,32.3693076526017,ED-0232,,573479,3581640,3153,249,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.218867375669,32.3654282015593,ED-0233,,573489,3581210,3160,,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.218659463315,32.3648856576015,ED-0234,,573509,3581150,3167,185,110ALVM,Quaternary Alluvium,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
-104.216375662721,32.3659539979266,ED-0235,,573723,3581270,3155,230,110ALVM/312RSLR,,1,NMBGMR,New Mexico Bureau of Geology and Mineral Resources,Eddy County
